Sun May  6 10:52:35 2018
           +81            81 renpy.display.predict.__file__
           +81            81 renpy.test.testparser.__file__
           +82            82 renpy.display.__file__
           +82            82 renpy.display.behavior.__file__
           +82            82 renpy.display.dragdrop.__file__
           +82            82 renpy.display.emulator.__file__
           +82            82 renpy.display.imagemap.__file__
           +82            82 renpy.display.joystick.__file__
           +82            82 renpy.display.minigame.__file__
           +82            82 renpy.display.particle.__file__
           +82            82 renpy.display.pgrender.__file__
           +82            82 renpy.display.viewport.__file__
           +82            82 renpy.sl2.slproperties.__file__
           +82            82 renpy.styledata.style_selected_idle_functions.__name__
           +83            83 renpy.display.imagelike.__file__
           +83            83 renpy.display.presplash.__file__
           +83            83 renpy.display.transform.__file__
           +83            83 renpy.styledata.style_selected_hover_functions.__name__
           +83            83 renpy.translation.merge.__file__
           +84            84 renpy.display.controller.__file__
           +84            84 renpy.display.transition.__file__
           +84            84 renpy.sl2.sldisplayables.__file__
           +84            84 renpy.styledata.__file__
           +84            84 renpy.test.testexecution.__file__
           +85            85 renpy.styledata.styleutil.__file__
           +85            85 renpy.translation.extract.__file__
           +86            86 renpy.styledata.style_selected_activate_functions.__name__
           +86            86 renpy.translation.__file__
           +86            86 renpy.translation.dialogue.__file__
           +88            88 renpy.config.automatic_images_strip
           +88            88 renpy.config.clear_layers
           +88            88 renpy.config.lint_ignore_replaces
           +88            88 renpy.config.menu_clear_layers
           +88            88 renpy.display.emulator.TOUCH_KEYS
           +88            88 renpy.display.movetransition.__file__
           +88            88 renpy.text.font.BLACK
           +88            88 renpy.text.font.WHITE
           +88            88 renpy.translation.generation.__file__
           +88            88 store._console.traced_expressions
           +88            88 store._history_list
           +88            88 store.gui.button_text_insensitive_color
           +88            88 store.nvl_list
           +89            89 renpy.styledata.style_selected_insensitive_functions.__name__
           +89            89 renpy.translation.scanstrings.__file__
           +92            92 renpy.config.save_directory
           +92            92 renpy.config.voice_filename_format
           +92            92 store.build.name
           +96            96 renpy.test.testmouse.mouse_buttons
           +96            96 store._game_menu_screen
          +104           104 renpy.config.build_styles_callbacks
          +104           104 renpy.config.change_language_callbacks
          +104           104 renpy.config.fast_skipping_callbacks
          +104           104 renpy.config.gc_thresholds
          +104           104 renpy.config.history_callbacks
          +104           104 renpy.config.interact_callbacks
          +104           104 renpy.config.lint_stats_callbacks
          +104           104 renpy.config.mode_callbacks
          +104           104 renpy.config.overlay_functions
          +104           104 renpy.config.predict_callbacks
          +104           104 renpy.config.say_sustain_callbacks
          +104           104 renpy.config.start_interact_callbacks
          +104           104 renpy.config.statement_callbacks
          +104           104 renpy.config.stderr_callbacks
          +104           104 renpy.config.stdout_callbacks
          +104           104 renpy.exports._error_handlers
          +104           104 renpy.game.post_init
          +104           104 store.gui.ARE_YOU_SURE
          +108           108 store.gui.button_text_font
          +108           108 store.gui.choice_button_text_font
          +108           108 store.gui.name_text_font
          +112           112 renpy.version_tuple
          +114           114 renpy.gl.gl.__file__
          +114           114 renpy.style.__file__
          +115           115 renpy.display.module.transform
          +115           115 renpy.gl.gl1.__file__
          +115           115 renpy.pydict.__file__
          +116           116 renpy.pyanalysis.dumps
          +118           118 renpy.gl.gldraw.__file__
          +118           118 renpy.loader.StringIO
          +119           119 renpy.display.text.log2vis
          +120           120 renpy.config.after_load_callbacks
          +120           120 renpy.config.key_repeat
          +120           120 renpy.config.start_callbacks
          +120           120 renpy.debug.real_open
          +120           120 renpy.display.video.default_size
          +120           120 renpy.style.get_tuple_name
          +120           120 renpy.style.restore
          +120           120 renpy.text.ftfont.__file__
          +120           120 store.gui.main_menu_background
          +121           121 renpy.gl.glrtt_fbo.__file__
          +121           121 renpy.gl.gltexture.__file__
          +121           121 renpy.pydict.find_changes
          +121           121 renpy.text.texwrap.__file__
          +122           122 renpy.config.tts_voice_channels
          +122           122 renpy.gl.glrtt_copy.__file__
          +122           122 renpy.parsersupport.__file__
          +123           123 renpy.display.render.__file__
          +124           124 renpy.config.renpy_base
          +124           124 renpy.gl.gldraw.__pyx_unpickle_Environ
          +125           125 renpy.audio.renpysound.__file__
          +125           125 renpy.text.textsupport.__file__
          +126           126 renpy.text.ftfont.init
          +127           127 renpy.gl.glenviron_fixed.__file__
          +127           127 renpy.gl.gltexture.blit
          +127           127 renpy.gl.gltexture.compute_tiling
          +127           127 renpy.text.texwrap.linebreak_tex
          +128           128 renpy.config.hyperlink_protocol
          +128           128 renpy.config.window_icon
          +128           128 renpy.display.accelerator.__file__
          +128           128 renpy.gl.glenviron_shader.__file__
          +128           128 renpy.parser.match_logical_word
          +128           128 renpy.styledata.stylesets.__file__
          +129           129 renpy.display.behavior.render
          +129           129 renpy.display.dragdrop.redraw
          +129           129 renpy.gl.glenviron_limited.__file__
          +129           129 renpy.styledata.styleclass.__file__
          +131           131 renpy.audio.renpysound.set_volume
          +131           131 renpy.display.controller.get_string_for_axis
          +131           131 renpy.display.text.language_tailor
          +132           132 renpy.config.name
          +132           132 renpy.config.search_prefixes
          +133           133 renpy.gl.glenviron_fixed.__pyx_unpickle_FixedFunctionEnviron
          +134           134 renpy.display.accelerator.transform_render
          +134           134 renpy.gl.glenviron_shader.check_status
          +134           134 renpy.styledata.style_functions.__file__
          +135           135 renpy.gl.glenviron_limited.__pyx_unpickle_LimitedEnviron
          +136           136 renpy.pyanalysis.CACHE_FILENAME
          +139           139 renpy.styledata.style_idle_functions.__file__
          +140           140 renpy.styledata.style_hover_functions.__file__
          +140           140 store.build.destination
          +143           143 renpy.styledata.style_activate_functions.__file__
          +143           143 renpy.styledata.style_selected_functions.__file__
          +144           144 renpy.bootstrap.old_stderr
          +144           144 renpy.bootstrap.old_stdout
          +144           144 renpy.game.CONTROL_EXCEPTIONS
          +146           146 renpy.styledata.style_insensitive_functions.__file__
          +146           146 renpy.test.__path__
          +148           148 renpy.styledata.style_selected_idle_functions.__file__
          +148           148 store.gui.game_menu_background
          +149           149 renpy.styledata.style_selected_hover_functions.__file__
          +151           151 renpy.parser.operator_regexp
          +152           152 renpy.python.unicode_re
          +152           152 renpy.sl2.slparser.STYLE_PREFIXES
          +152           152 renpy.styledata.style_selected_activate_functions.__file__
          +153           153 renpy.translation.__path__
          +155           155 renpy.styledata.style_selected_insensitive_functions.__file__
          +156           156 store.build.directory_name
          +160           160 renpy.config.basedir
          +164           164 renpy.parser.word_regexp
          +168           168 renpy.config.translate_clean_stores
          +172           172 store.gui.QUIT
          +176           176 renpy.config.commondir
          +176           176 renpy.translation.generation.STRING_RE
          +180           180 renpy.config.gamedir
          +184           184 renpy.config.window_auto_show
          +184           184 renpy.display.behavior.KEY_EVENTS
          +184           184 renpy.parser.image_word_regexp
          +184           184 store.achievement.backends
          +184           184 store.updater.DEFERRED_UPDATE_LOG
          +192           192 renpy.config.predict_start_labels
          +193           193 renpy.config.variants
          +194           194 renpy.config.layers
          +196           196 renpy.config.overlay_screens
          +200           200 renpy.audio.audio.all_channels
          +204           204 store.icon.path
          +204           204 store.updater.DEFERRED_UPDATE_FILE
          +208           208 renpy.gl.gltexture.SIZES
          +212           212 store.gui.END_REPLAY
          +212           212 store.gui.SLOW_SKIP
          +220           220 store.gui.DELETE_SAVE
          +224           224 renpy.config.repeat_transform_events
          +232           232 renpy.add_from.new_labels
          +232           232 renpy.arguments.compile_commands
          +232           232 renpy.display.imagemap.cached
          +232           232 renpy.lint.imprecise_cache
          +232           232 renpy.lint.precise_cache
          +232           232 renpy.pyanalysis.local_constants
          +232           232 renpy.python.EMPTY_SET
          +232           232 renpy.scriptedit.files
          +232           232 renpy.test.testexecution.labels
          +232           232 store.gui.OVERWRITE_SAVE
          +240           240 renpy.defaultstore._cache_pin_set
          +240           240 renpy.defaultstore._predict_set
          +240           240 store._predict_set
          +240           240 store.updater.checked
          +247           247 store.achievement.e
          +248           248 store.gui.FAST_SKIP_SEEN
          +252           252 renpy.config.searchpath
          +252           252 store._m1_00gltest__dxwebsetup
          +260           260 renpy.config.file_page_names
          +268           268 store.build.documentation_patterns
          +272           272 renpy.screenlang.childbearing_statements
          +276           276 renpy.ast.fast_who_pattern
          +280           280 renpy.audio.renpysound.__test__
          +280           280 renpy.config.custom_text_tags
          +280           280 renpy.config.displayable_prefix
          +280           280 renpy.config.label_overrides
          +280           280 renpy.config.layer_clipping
          +280           280 renpy.config.tag_layer
          +280           280 renpy.config.tag_transform
          +280           280 renpy.config.tag_zorder
          +280           280 renpy.defaultstore._last_say_kwargs
          +280           280 renpy.defaultstore._widget_properties
          +280           280 renpy.display.accelerator.__test__
          +280           280 renpy.display.behavior.adj_registered
          +280           280 renpy.display.behavior.keyup_cache
          +280           280 renpy.display.controller.axis_positions
          +280           280 renpy.display.controller.controllers
          +280           280 renpy.display.focus.replaced_by
          +280           280 renpy.display.joystick.joysticks
          +280           280 renpy.display.layout.cond_cache
          +280           280 renpy.display.layout.size_groups
          +280           280 renpy.display.render.__test__
          +280           280 renpy.display.screen.profile
          +280           280 renpy.display.video.channel_movie
          +280           280 renpy.display.video.texture
          +280           280 renpy.dump.file_exists_cache
          +280           280 renpy.gl.gl.__test__
          +280           280 renpy.gl.gl1.__test__
          +280           280 renpy.gl.gldraw.__test__
          +280           280 renpy.gl.glenviron_fixed.__test__
          +280           280 renpy.gl.glenviron_limited.__test__
          +280           280 renpy.gl.glenviron_shader.__test__
          +280           280 renpy.gl.glrtt_copy.__test__
          +280           280 renpy.gl.glrtt_fbo.__test__
          +280           280 renpy.gl.gltexture.__test__
          +280           280 renpy.lint.added
          +280           280 renpy.lint.check_file_cache
          +280           280 renpy.loader.auto_mtimes
          +280           280 renpy.loader.hash_cache
          +280           280 renpy.loadsave.newest_slot_cache
          +280           280 renpy.parsersupport.__test__
          +280           280 renpy.pydict.__test__
          +280           280 renpy.python.EMPTY_DICT
          +280           280 renpy.python.old_py_compile_cache
          +280           280 renpy.scriptedit.lines
          +280           280 renpy.style.__test__
          +280           280 renpy.styledata.style_activate_functions.__test__
          +280           280 renpy.styledata.style_functions.__test__
          +280           280 renpy.styledata.style_hover_functions.__test__
          +280           280 renpy.styledata.style_idle_functions.__test__
          +280           280 renpy.styledata.style_insensitive_functions.__test__
          +280           280 renpy.styledata.style_selected_activate_functions.__test__
          +280           280 renpy.styledata.style_selected_functions.__test__
          +280           280 renpy.styledata.style_selected_hover_functions.__test__
          +280           280 renpy.styledata.style_selected_idle_functions.__test__
          +280           280 renpy.styledata.style_selected_insensitive_functions.__test__
          +280           280 renpy.styledata.styleclass.__test__
          +280           280 renpy.styledata.stylesets.__test__
          +280           280 renpy.text.font.image_fonts
          +280           280 renpy.text.font.scaled_image_fonts
          +280           280 renpy.text.ftfont.__test__
          +280           280 renpy.text.textsupport.__test__
          +280           280 renpy.text.texwrap.__test__
          +280           280 renpy.translation.generation.tl_file_cache
          +280           280 store._last_say_kwargs
          +283           283 renpy.ast.EARLY_CONFIG
          +288           288 renpy.add_from.missing
          +288           288 renpy.display.video.displayable_channels
          +288           288 renpy.gl.gltexture.free_textures
          +288           288 renpy.text.texwrap.times
          +293           293 renpy.display.im.identity
          +296           296 renpy.config.hyperlink_sensitive
          +296           296 renpy.config.image_buttons
          +296           296 renpy.config.image_labels
          +296           296 renpy.config.old_names
          +296           296 renpy.config.translations
          +296           296 renpy.config.window_auto_hide
          +296           296 renpy.display.emulator.TV_KEYS
          +296           296 store._m1_00stylepreferences__alternatives
          +296           296 store._m1_00stylepreferences__preferences
          +296           296 store._predict_screen
          +296           296 store.director.audio_channel_patterns
          +296           296 store.director.audio_files
          +296           296 store.iap.products
          +300           300 store.director.scene_tags
          +300           300 store.director.transitions
          +311           311 renpy.gl.glenviron_shader.BLIT_SHADER
          +312           312 renpy.parser.lllword
          +312           312 store.gui.FAST_SKIP_UNSEEN
          +316           316 renpy.config.per_frame_screens
          +316           316 store.director._defaults_set
          +317           317 renpy.gl.glenviron_shader.VERTEX_SHADER1
          +321           321 renpy.config.autoreload_blacklist
          +321           321 renpy.display.screen.phase_name
          +328           328 renpy.config.gestures
          +328           328 store.gui.LOADING
          +329           329 renpy.parser.ESCAPED_OPERATORS
          +332           332 renpy.sl2.slproperties.position_property_names
          +344           344 renpy.atl.position
          +344           344 renpy.character.NotSet
          +344           344 renpy.display.gesture.recognizer
          +344           344 renpy.display.render.Modal
          +344           344 renpy.exports.tag_quoting_dict
          +344           344 renpy.loader.auto_blacklisted
          +344           344 renpy.loadsave.unknown
          +344           344 renpy.log.sys_stderr
          +344           344 renpy.log.sys_stdout
          +344           344 renpy.python.wrap_node
          +344           344 renpy.screenlang.many
          +344           344 renpy.sl2.slast.NotGiven
          +344           344 renpy.sl2.slast.use_expression
          +344           344 renpy.substitutions.formatter
          +344           344 renpy.translation.Default
          +344           344 renpy.ui.NoStylePrefixGiven
          +348           348 store._last_raw_what
          +352           352 renpy.display.im.ramp_cache
          +352           352 store.director.audio_channels
          +352           352 store.director.transforms
          +356           356 store.director.audio_patterns
          +360           360 renpy.config.language_callbacks
          +363           363 renpy.__path__
          +364           364 renpy.session
          +364           364 store._console._defaults_set
          +371           371 renpy.display.render.__pyx_capi__
          +372           372 renpy.gl.__path__
          +375           375 renpy.sl2.__path__
          +376           376 renpy.display.pgrender.image_load_lock
          +376           376 renpy.savelocation.disk_lock
          +378           378 renpy.text.__path__
          +380           380 store.gui.MAIN_MENU
          +381           381 renpy.angle.__path__
          +381           381 renpy.audio.__path__
          +382           382 renpy.config.replay_scope
          +384           384 store.day_periods
          +384           384 store.director.show_tags
          +385           385 store._m1_00stylepreferences__spdirty
          +387           387 renpy.display.__path__
          +388           388 renpy.config.quit_action
          +391           391 renpy.style.__pyx_capi__
          +393           393 renpy.styledata.__path__
          +394           394 renpy.display.pgrender.safe_formats
          +400           400 renpy.config.auto_channels
          +400           400 renpy.display.module.bo32
          +405           405 renpy.subprocess.__all__
          +406           406 renpy.gl.glenviron_shader.VERTEX_SHADER2
          +412           412 store.build.mac_codesign_command
          +416           416 renpy.character.TAG_RE
          +421           421 renpy.gl.glenviron_shader.BLIT_CLIP_SHADER
          +423           423 renpy.test.testast._test
          +424           424 renpy.ui.stack
          +425           425 renpy.object.__warningregistry__
          +432           432 renpy.audio.renpysound.rgb_surface
          +432           432 renpy.display.pgrender.sample_alpha
          +440           440 renpy.gl.gldraw.frame_times
          +440           440 renpy.pyanalysis.always_constants
          +444           444 renpy.display.gesture.DIRECTIONS
          +448           448 renpy.gl.glenviron_shader.BLEND_SHADER
          +454           454 store.define
          +455           455 renpy.sl2.slproperties.text_property_names
          +468           468 renpy.python.string_re
          +470           470 renpy.display.core.__warningregistry__
          +470           470 renpy.loader.__warningregistry__
          +495           495 renpy.gl.glenviron_shader.VERTEX_SHADER3
          +498           498 renpy.bootstrap.__warningregistry__
          +504           504 store.build.archives
          +504           504 store.regex
          +512           512 renpy.log.log_cache
          +520           520 store.director.tag_blacklist
          +528           528 store.day_choices
          +536           536 store.layeredimage.ATL_PROPERTIES
          +551           551 renpy.screenlang.STYLE_PREFIXES
          +554           554 renpy.gl.gltexture.__pyx_capi__
          +556           556 store.build.mac_codesign_dmg_command
          +558           558 renpy.gl.glenviron_shader.BLEND_CLIP_SHADER
          +561           561 renpy.styledata.styleutil.ANCHORS
          +568           568 renpy.performance.unicode_literals
          +568           568 renpy.pyanalysis.absolute_import
          +568           568 renpy.pyanalysis.division
          +576           576 renpy.defaultstore._predict_screen
          +580           580 renpy.sl2.slproperties.box_property_names
          +616           616 store.build.late_base_patterns
          +620           620 renpy.translation.scanstrings.STRING_RE
          +636           636 renpy.gl.glenviron_shader.IMAGEBLEND_SHADER
          +648           648 renpy.text.font.face_cache
          +676           676 renpy.config.font_replacement_map
          +688           688 renpy.defaultstore.Alpha
          +688           688 renpy.defaultstore.Dissolve
          +688           688 renpy.defaultstore.FactorZoom
          +688           688 renpy.defaultstore.MoveFactory
          +688           688 renpy.defaultstore.MoveIn
          +688           688 renpy.defaultstore.MoveOut
          +688           688 renpy.defaultstore.Revolve
          +688           688 renpy.defaultstore.RevolveInOut
          +688           688 renpy.defaultstore.RotoZoom
          +688           688 renpy.defaultstore.SizeZoom
          +688           688 renpy.defaultstore.Zoom
          +688           688 renpy.defaultstore.ZoomInOut
          +688           688 renpy.exports.curried_do_reshow_say
          +688           688 renpy.ui.autobar_interpolate
          +688           688 renpy.ui.jumps
          +688           688 renpy.ui.jumpsoutofcontext
          +688           688 renpy.ui.returns
          +688           688 store._intra_jumps
          +688           688 store.ease
          +688           688 store.easeinleft
          +688           688 store.easeinright
          +688           688 store.easeintop
          +688           688 store.easeoutbottom
          +688           688 store.easeoutleft
          +688           688 store.easeoutright
          +688           688 store.easeouttop
          +688           688 store.move
          +688           688 store.moveinbottom
          +688           688 store.moveinleft
          +688           688 store.moveinright
          +688           688 store.moveintop
          +688           688 store.moveoutbottom
          +688           688 store.moveoutleft
          +688           688 store.moveoutright
          +709           709 renpy.print_function
          +712           712 renpy.config.hyperlink_handlers
          +712           712 renpy.config.window_hide_transition
          +712           712 renpy.config.window_show_transition
          +712           712 store.slow_dissolve
          +712           712 store.slowdissolve
          +720           720 store.pixellate
          +728           728 store.fade
          +740           740 store.easeinbottom
          +743           743 renpy.screenlang.position_property_names
          +744           744 renpy.config.show_menu_enable
          +744           744 renpy.display.screen.updated_screens
          +744           744 renpy.python.initialized_store_dicts
          +744           744 renpy.sl2.slparser.childbearing_statements
          +746           746 renpy.gl.glenviron_shader.IMAGEBLEND_CLIP_SHADER
          +762           762 renpy.defaultstore.VBox
          +764           764 store.day_plan
          +795           795 renpy.subprocess.__doc__
          +796           796 store.irisin
          +796           796 store.pushup
          +796           796 store.wipeup
          +798           798 renpy.defaultstore.SubTransition
          +800           800 store.irisout
          +800           800 store.slideup
          +804           804 store.pushdown
          +804           804 store.pushleft
          +804           804 store.wipedown
          +804           804 store.wipeleft
          +806           806 renpy.defaultstore.HBox
          +806           806 store._console.stdio_lines
          +808           808 store.pushright
          +808           808 store.slidedown
          +808           808 store.slideleft
          +808           808 store.wiperight
          +812           812 store.slideright
          +816           816 store.alpha_example
          +816           816 store.slideawayup
          +824           824 store.slideawaydown
          +824           824 store.slideawayleft
          +828           828 store.slideawayright
          +838           838 renpy.gl.glblacklist.BLACKLIST
          +844           844 store.flashbulb
          +864           864 store.layeredimage.LAYER_PROPERTIES
          +872           872 renpy.defaultstore.Style
          +872           872 renpy.defaultstore.python_dict
          +872           872 renpy.defaultstore.python_list
          +872           872 renpy.defaultstore.python_object
          +872           872 renpy.defaultstore.python_set
          +872           872 renpy.display.behavior.Render
          +872           872 renpy.display.controller.Controller
          +872           872 renpy.display.imagelike.Matrix2D
          +872           872 renpy.exports._file
          +872           872 renpy.gl.gldraw.Environ
          +872           872 renpy.gl.gldraw.GLDraw
          +872           872 renpy.gl.glenviron_fixed.FixedFunctionEnviron
          +872           872 renpy.gl.glenviron_limited.LimitedEnviron
          +872           872 renpy.gl.glenviron_shader.Program
          +872           872 renpy.gl.glenviron_shader.ShaderEnviron
          +872           872 renpy.gl.gltexture.TextureCore
          +872           872 renpy.gl.gltexture.TextureGrid
          +872           872 renpy.minstore._type
          +872           872 renpy.pydict.DictItems
          +872           872 renpy.style.PropertyFunctionWrapper
          +872           872 renpy.style.StyleCore
          +872           872 renpy.text.ftfont.FTFace
          +872           872 renpy.text.ftfont.FTFont
          +872           872 renpy.text.textsupport.Glyph
          +872           872 renpy.text.textsupport.Line
          +872           872 renpy.text.texwrap.WordWrapper
          +872           872 store.dream
          +884           884 store.teleport
          +892           892 store.circleirisin
          +892           892 store.circleirisout
          +892           892 store.circlewipe
          +904           904 store.build.base_patterns
          +912           912 renpy.sl2.slproperties.property_groups
          +920           920 store.vpunch
          +931           931 renpy.defaultstore.Pause
          +936           936 renpy.type_blacklist
          +943           943 renpy.defaultstore.Grid
          +962           962 renpy.parser.OPERATORS
          +963           963 store.hpunch
          +971           971 renpy.defaultstore.Fixed
          +988           988 store.build.mac_create_dmg_command
        +1,002         1,002 store.moveouttop
        +1,005         1,005 renpy.defaultstore.Position
        +1,012         1,012 store._weekday_name_long
        +1,022         1,022 renpy.sl2.slproperties.bar_property_names
        +1,048         1,048 renpy.python.store_modules
        +1,060         1,060 renpy.exports.license
        +1,064         1,064 store._weekday_name_short
        +1,112         1,112 renpy.config.side_image_null
        +1,112         1,112 renpy.display.ic_log
        +1,112         1,112 renpy.display.screen.profile_log
        +1,112         1,112 renpy.sl2.slast.NO_DISPLAYABLE
        +1,112         1,112 store.gui._null
        +1,112         1,112 store.gui.bar_borders
        +1,112         1,112 store.gui.button_borders
        +1,112         1,112 store.gui.check_button_borders
        +1,112         1,112 store.gui.choice_button_borders
        +1,112         1,112 store.gui.confirm_frame_borders
        +1,112         1,112 store.gui.frame_borders
        +1,112         1,112 store.gui.namebox_borders
        +1,112         1,112 store.gui.notify_frame_borders
        +1,112         1,112 store.gui.nvl_borders
        +1,112         1,112 store.gui.page_button_borders
        +1,112         1,112 store.gui.quick_button_borders
        +1,112         1,112 store.gui.radio_button_borders
        +1,112         1,112 store.gui.skip_frame_borders
        +1,112         1,112 store.gui.slider_borders
        +1,112         1,112 store.gui.slot_button_borders
        +1,112         1,112 store.gui.vbar_borders
        +1,112         1,112 store.gui.vscrollbar_borders
        +1,112         1,112 store.gui.vslider_borders
        +1,120         1,120 renpy.exports.curried_call_in_new_context
        +1,122         1,122 renpy.display.swdraw.rle_cache
        +1,136         1,136 renpy.sl2.sldisplayables.grid_properties
        +1,204         1,204 renpy.defaultstore.Pixellate
        +1,259         1,259 renpy.defaultstore.ComposeTransition
        +1,291         1,291 renpy.display.to_log
        +1,294         1,294 store.gui.scrollbar_borders
        +1,304         1,304 renpy.config.nvl_adv_transition
        +1,328         1,328 renpy.atl.RawChild
        +1,328         1,328 renpy.atl.RawContainsExpr
        +1,328         1,328 renpy.atl.RawEvent
        +1,328         1,328 renpy.atl.RawFunction
        +1,328         1,328 renpy.atl.RawRepeat
        +1,328         1,328 renpy.display.layout.SizeGroup
        +1,328         1,328 renpy.display.particle.SnowBlossomParticle
        +1,328         1,328 renpy.editor.SystemEditor
        +1,328         1,328 renpy.exports.placement
        +1,328         1,328 renpy.log.StdoutRedirector
        +1,328         1,328 renpy.sl2.slast.SLPass
        +1,328         1,328 renpy.test.testast.Block
        +1,328         1,328 renpy.test.testast.Call
        +1,328         1,328 renpy.test.testast.Jump
        +1,328         1,328 renpy.test.testast.Pause
        +1,328         1,328 renpy.text.font.BMFont
        +1,328         1,328 renpy.text.font.MudgeFont
        +1,328         1,328 renpy.text.font.SFont
        +1,328         1,328 renpy.ui.Wrapper
        +1,328         1,328 store._m1_00gallery__GalleryAllPriorCondition
        +1,328         1,328 store._m1_00gallery__GalleryArbitraryCondition
        +1,328         1,328 store._m1_00gallery__GalleryButton
        +1,328         1,328 store._m1_00gallery__GalleryUnlockCondition
        +1,328         1,328 store._m1__errorhandling__Tooltip
        +1,328         1,328 store._m1__errorhandling__TooltipAction
        +1,328         1,328 store._m1_developer__FPSMeter
        +1,328         1,328 store.layeredimage.RawAlways
        +1,328         1,328 store.layeredimage.RawAttribute
        +1,328         1,328 store.layeredimage.RawAttributeGroup
        +1,328         1,328 store.layeredimage.RawCondition
        +1,328         1,328 store.layeredimage.RawConditionGroup
        +1,328         1,328 store.layeredimage.RawLayeredImage
        +1,334         1,334 renpy.defaultstore.Fade
        +1,336         1,336 renpy.atl.Child
        +1,336         1,336 renpy.atl.Event
        +1,336         1,336 renpy.atl.Function
        +1,336         1,336 renpy.atl.Interpolation
        +1,336         1,336 renpy.atl.Repeat
        +1,336         1,336 renpy.atl.Time
        +1,336         1,336 renpy.display.layout.Alpha
        +1,336         1,336 renpy.test.testast.Click
        +1,336         1,336 renpy.test.testast.Move
        +1,336         1,336 store.CopyCode
        +1,336         1,336 store._CopyFile
        +1,336         1,336 store._EditFile
        +1,336         1,336 store._m1__errorhandling__XScrollValue
        +1,336         1,336 store._m1__errorhandling__YScrollValue
        +1,336         1,336 store.director.SetKind
        +1,340         1,340 renpy.translation.scanstrings.REGULAR_PRIORITIES
        +1,344         1,344 renpy.display.im.ZipFileImage
        +1,344         1,344 renpy.display.layout.Position
        +1,344         1,344 renpy.display.layout.SizeZoom
        +1,344         1,344 renpy.display.layout.Zoom
        +1,344         1,344 renpy.display.transition.AlphaDissolve
        +1,344         1,344 renpy.display.transition.CropMove
        +1,344         1,344 renpy.display.transition.NoTransition
        +1,344         1,344 renpy.display.transition.Pixellate
        +1,344         1,344 renpy.display.transition.PushMove
        +1,352         1,352 renpy.display.viewport.VPGrid
        +1,352         1,352 renpy.exports.Container
        +1,352         1,352 renpy.exports.Displayable
        +1,352         1,352 store._console.TracedExpressionsList
        +1,352         1,352 store._gamepad.EventWatcher
        +1,356         1,356 store.OUTDENT_KEYWORDS
        +1,372         1,372 store.tutorials_adjustment
        +1,377         1,377 store._m1_00gallery__GalleryImage
        +1,378         1,378 renpy.atl.RawTime
        +1,378         1,378 renpy.display.anim.Blink
        +1,378         1,378 renpy.log.StderrRedirector
        +1,378         1,378 renpy.screenlang.LineNumberNormalizer
        +1,386         1,386 renpy.defaultstore.PushMove
        +1,392         1,392 renpy.ui.add
        +1,392         1,392 renpy.ui.bar
        +1,392         1,392 renpy.ui.button
        +1,392         1,392 renpy.ui.drag
        +1,392         1,392 renpy.ui.draggroup
        +1,392         1,392 renpy.ui.fixed
        +1,392         1,392 renpy.ui.frame
        +1,392         1,392 renpy.ui.grid
        +1,392         1,392 renpy.ui.hbox
        +1,392         1,392 renpy.ui.hotbar
        +1,392         1,392 renpy.ui.image
        +1,392         1,392 renpy.ui.imagemap
        +1,392         1,392 renpy.ui.key
        +1,392         1,392 renpy.ui.keymap
        +1,392         1,392 renpy.ui.label
        +1,392         1,392 renpy.ui.mousearea
        +1,392         1,392 renpy.ui.null
        +1,392         1,392 renpy.ui.on
        +1,392         1,392 renpy.ui.side
        +1,392         1,392 renpy.ui.textbutton
        +1,392         1,392 renpy.ui.timer
        +1,392         1,392 renpy.ui.transform
        +1,392         1,392 renpy.ui.vbar
        +1,392         1,392 renpy.ui.vbox
        +1,392         1,392 renpy.ui.window
        +1,395         1,395 renpy.display.layout.FactorZoom
        +1,400         1,400 renpy.ast.Pass
        +1,400         1,400 renpy.screenlang.DefaultParser
        +1,400         1,400 renpy.screenlang.IfParser
        +1,400         1,400 renpy.screenlang.PassParser
        +1,400         1,400 renpy.screenlang.PythonParser
        +1,400         1,400 renpy.screenlang.ScreenParser
        +1,400         1,400 renpy.screenlang.UseParser
        +1,400         1,400 renpy.sl2.slparser.DefaultParser
        +1,400         1,400 renpy.sl2.slparser.IfParser
        +1,400         1,400 renpy.sl2.slparser.MultiLinePythonParser
        +1,400         1,400 renpy.sl2.slparser.OneLinePythonParser
        +1,400         1,400 renpy.sl2.slparser.PassParser
        +1,400         1,400 renpy.sl2.slparser.ScreenParser
        +1,400         1,400 renpy.sl2.slparser.TranscludeParser
        +1,400         1,400 renpy.sl2.slparser.UseParser
        +1,408         1,408 renpy.loadsave.SaveAbort
        +1,408         1,408 renpy.parser.ParseError
        +1,424         1,424 renpy.text.font.ScaledImageFont
        +1,428         1,428 renpy.display.behavior.RollForward
        +1,428         1,428 renpy.display.screen.ScreenProfile
        +1,428         1,428 renpy.ui.Detached
        +1,431         1,431 renpy.ui.input
        +1,432         1,432 renpy.defaultstore.AlphaDissolve
        +1,432         1,432 renpy.execution.PredictInfo
        +1,432         1,432 renpy.ui.text
        +1,434         1,434 renpy.display.imagemap.ImageCacheCrop
        +1,434         1,434 renpy.ui.sizer
        +1,435         1,435 renpy.ui.slider
        +1,436         1,436 renpy.ui._vpgrid
        +1,436         1,436 renpy.ui.autobar
        +1,436         1,436 renpy.ui.vslider
        +1,438         1,438 renpy.ui._viewport
